Product,Review 1,Review 2,Review 3,Review 4,Review 5,Review 6,Review 7,Review 8,Review 9,Review 10,Review 11,Review 12,Review 13,Review 14,Review 15,Review 16,Review 17,Review 18,Review 19,Review 20,Review 21,Review 22,Review 23,Review 24,Review 25,Review 26,Review 27,Review 28,Review 29,Review 30,Review 31,Review 32,Review 33,Review 34,Review 35,Review 36,Review 37,Review 38,Review 39,Review 40,Review 41,Review 42,Review 43,Review 44,Review 45,Review 46,Review 47,Review 48,Review 49,Review 50,Review 51,Review 52,Review 53,Review 54,Review 55,Review 56,Review 57,Review 58,Review 59,Review 60,Review 61,Review 62,Review 63,Review 64,Review 65,Review 66,Review 67,Review 68,Review 69,Review 70,Review 71,Review 72,Review 73,Review 74,Review 75,Review 76,Review 77,Review 78,Review 79,Review 80,Review 81,Review 82,Review 83,Review 84,Review 85,Review 86,Review 87,Review 88,Review 89,Review 90,Review 91,Review 92,Review 93,Review 94,Review 95,Review 96,Review 97,Review 98,Review 99,Review 100,Review 101,Review 102,Review 103,Review 104,Review 105,Review 106,Review 107,Review 108,Review 109,Review 110
에어 조던 1 미드,중학생 270 . 착용감 굿!  발목 잡아줘서 좋다합니다.디자인 이뻐요~,신발은 좋았지만 약간의 긁힘과 고무 자국이 있었어요. 크게 눈에 띄진 않았지만 새 신발에서 그런 게 보여서 조금 실망스러웠어요 🙁,컬러 디자인 다 좋은데 신고 벗을 때 좀 무리감이 드는 부분에서 별 하나가 채워지지 못했습니다.,굿 입니다 👍,북산의 색을 그나마 느낄 수 있는 ㅎㅎ미드라 신을 때는 번거롭지먼 신으면 편안해요.발등이 낮은 편이러 반업 추천 드립니다.,배송도 빨랐고 이뻐요 ~ 북산 색이라 더 이쁨 ㅜ 빨강 검정✌🏻,너무이쁘고 맘에 드네요!!,조던1  사본지가 10년이 지난거같은데 오랜만에 구매했네요 예전이랑 다르게 치수도 괜찮고 편하네요,색상 너무 예쁘고요~ 브레드랑 별로 차이 안나요 ㅋㅋㅋ,드디어 구했다! 북선의 색이다!,미드 사양이니 하이가 아니니 하는 생각 치우고 브래드 색상 계열이라 재고 있는거 바로 구매하고 즐겁게 잘 신고 있습니다.,Best shoes ever Comfy and my color i love Royal blue and i love Nike period :),Extremely high quality shoes at a great price. Member benefits are the best!,"Awesome shoes, great fit and look nice.",Lov it. Fits great. Just like sporting in the streets an bar.,Very nice and comfortable shoes,"These shoes are awesome! They reminded me of the 2022 Jordan 1 Christmas’ so much, my son had to have them! Not only are they fashionable but they are so utilitarian!",Very comfortable neat and I like the color,I love them!  They fit comfortably and the style is perfect.,"Nice fit, looks amazing, true to size. Great summer wear.",These shoes are the bomb!!  They look awesome and they fit according to size.,"Easy online ordering fast shipment, I had no trouble searching the products/apparel I was looking for.",Great fit. True to size. Got toddler son same shoe.,Nice fitting all though I go a size up.big fan of the colourway think they look fresh. Comfortable and good quality,"I love this bred one, it's a classic colorway. Plus I think Mids are misjudged, but they are so comfortable to move back thru the day This was a must cop for me!!!",My sons say they back in BLACK !!!! Loving the kicks,Great delivery service my order was on time and ahead of schedule this wasn’t the first time I ordered and won’t be the last one,It was a pleasant experience. I love how they fit and they go with everything just about.,"good shoes, i’m a size 12 and fit in a size 11 comfortably.",My son loves them.. we own just about every pair of Jordan 1's. Its our favorite shoe,I love these gym red 1s. One of my favorite sneakers.,"The Color, style, quality and the fit of the Air Jordan 1 mid are everything. These sneakers definitely are a headturner.  You can dress them up or down. Compliments  for sure. That olive green is fire.  A Birthday gift for him. Of course he loved them.","1ST !!! Jordan 1's Are My Favorite,""Black/Metallic Gold"" These Are My Color I'll Wear, So When I Seen Them I Had To Get Them....THUMB UP!!!","I ordered this shoes for my son, he liked it very much, it was very good and he liked it very much","I love them, the color is just as shown on the app.",Fit very nice and comfortable. Shoe is exactly as described,Great shoe will buy more every month till i have all,Great looking shoe! My husband loves them and can’t wait to wear them!,"I love the look in the design. The shoes are well-made. Once I ordered the shoes, literally got to my house in like four days and shipping was free! I actually had an issue. They were too small so I did a return. It was so easy. I was able to order the right size and send the return in one day. of course the return was free. I put them back in the original package and went to the UPS store and",Excellent shipping! Exactly what I wanted! This is my 4th online order and they never disappoint!,Came as pictured! Fits just right! I always get good service with Hibbett,"The Air Jordan 1 is a must-have for any sneaker lover, whether you're a collector or just looking for a versatile shoe that stands the test of time. While it may not offer cutting-edge performance, it makes up for it with style, durability, and cultural significance.**Rating: 9/10**",[This review was collected as part of a promotion.] Love these they look great. They came in perfect shape and the box was awesome.,[This review was collected as part of a promotion.] Great purchase super fast delivery love shopping Hilbert,Shoes feel great and they are one of my favorite Jordan’s,"[This review was collected as part of a promotion.] Really great condition, ease of access bought it online got it the same day. Only down side was a lack of quantity, attempted to buy this prior in store but none were available in my size so had to buy them online.","My first pair of Jordan’s, my feet are on the wider side, and at first they were pretty tight, but after wearing them a few times they’ve broken in some, that happens with all of my shoes though. A couple very small craftsmanship issues but nothing that was really a big deal for practically half off. The black/red/cement colorway is sick, have already had compliments on them everytime I’ve worn them. They’re getting more comfy with each wear. Looking forward to getting more colorways.",Very nice and very fast delivery,"Shipped fast, perfect fit, can’t ever find my size in store so the fast shipping was great.",One of the greatest air Jordan ever made it reminds me of one Jordan Chicago game in 82 the first air Jordan overall I love the colorway and the whole concept of the shoes .,The colors in the shoe match with my kids high school sports teams. They also coordinate really well with team/school apparel. The shoes are comfy and seem to be made really well.,Great shoe bought for me to look good for school and it looks a lot better in the picture.,"Great show, looks good also as they have since the 1980s","I bought the black/fire red/ white/cement grey. They are really stylish and definitely makes a statement in terms of standing out. However, they aren’t comfortable really. They are super narrow. The laces are a bit short. Unless you want to crunch the whole shoe, you can’t really tie them. So I just lace them and not tie them. Also I wish they came with red laces so the red would pop more.","Absolutely 💯 niceness, my grandson  loved them, he is going back to school with convenient in his style.","Love the shoes, great look, and great feel.",These shoes are great! Comfy and well made. Colors pop. He had so many compliments.,[This review was collected as part of a promotion.] Great pair of shoes especially for those Pittsburg Steelers fits!,Great color way! Comfortable shoe from a historical brand.,Got these for my 13 year old son and he likes them,Very good shoe not as over price as is normally is very good shoe,Great shoes for the price. The color was exactly as pictured.,"Absolutely love the app the deals the discounts, the rewards quality wonderful every time",A gift for special friend to wear on a trip to celebrate,"Nice, very clean pair of shoes. Bought for my son and he said all his friends complimented him!",Great shoe and great color and sizing is correct!!,I own over 30 pair of jordan 1 mids my fav colorway so far,I love mids for the different colorways they come with. This is a classic color that I can’t believe I didn’t have in my collection yet. And it was on sale so I got it for a steal!,"Shoes were awesome, bought them for my son. He loved them","Great shoes, very nice quality. Price was reasonable",My son absolutely loves them. UK size 15 fit perfectly,"Great deal, nice quality to be a big shoe for my 14 year old",These are very nice shoes and it was a reasonable price,"[This review was collected as part of a promotion.] Bought these shoes for my kids for back to school. Match their school uniform colors so well, love them! Shipping was super fast also!","These shoes are great, fairly priced for what you get, and they arrived in just two days!!! Very satisfied!",These shoes are highly regarded by my husband. They are versatile and can be paired with a variety of colors. I recommend purchasing them.,My son loves these shoes and he said they are so comfortable.,My son (14) loved. I can tell he feels more confident when wearing these shoes. I feel good as a mom for the splurge.,Excellent fit great price colour scheme is amazing can’t go wrong with Jordans,My son loves it and has said it is a very comfortable shoe. Looks good and trendy & the colours are spot on.,Awesome color and stye. Great fit and are very comfortable. Love Them.,Black white n glow green take these AJ1 to a new fresh LOVE EM,"These are a great pair of shoes. I got the green with black and white and the colors really pop. Wearing the shoes are comfortable but I wouldn't recommend using them for heavy activity, and some users may find it a bit narrow toward the front of the shoes(but it shouldn't be uncomfortable if wearing for just a few hours). Overall quality is to be expected from Nike, and they came perfect right out of the box.","CHEAP LOOKING.  Cheap materials, No real leather at all.  Too bad, I’ll be returning them.",Really good you won’t regret it,"One of the top sellers right now. The black, white, and green glow. I really enjoy this smooth color and Mid size sneaker. I cannot lie to you how sweet this sneaker is. The Jordan 1 Mid sneakers are moving to a better look and style. I recommend this sneaker or any mids J1.",Love the colors and a great addition to my Jordan 1 collection.,🔥🫵🏻🐐 shipping was fast as fb.,"I love these kicks!!! Versatile, sporty and can be slightly classy when pair correctly.",Everything I imagine luv them will order more in the future just different color,These shoes are a hit💯👈🏽 I like the color black and gold a must have frfr💯💯 great price as well,I usually wear size 11 in everything. Jordan 1’s I have to go down to 10 and 1/2 but they are incredible shoes. Worth it when they are on sale especially.,Son always wanted a pair but couldn't afford till now. They are even better in the box than shown on the picture and the service was 2nd to none. Ordered Tues afternoon and turned up 9am Thurs am?!,Their are very comfortable shoes and they are pretty cool,The sneakers is very comfortable and luxury. I love it.,These shoes look great and provide excellent support. My son loves them.,"These particular shoes quality was good, comfortable, and stylish.","Theese shoes are actually really dope clean and good I definitely would buy more shades again, it's just a little big but that's really it and it's very very comfortable.",Shoe is goodStylishComfortable as well,"The Jordan 1 Mid ""White/Black"" Men's Shoe is a timeless addition to the iconic Air Jordan lineup, embodying both classic style and modern comfort. Here's a detailed look at why these sneakers are a must-have:Design and AestheticsThe design of the Jordan 1 Mid ""White/Black"" is sleek and versatile. The crisp white leather upper is contrasted by bold black accents on the Swoosh,","Solid, good quality and comfortable, looks good with everything",My order came quicker than I expected!!! I love this color,Very professional ordering/delivery.,Very bad shoe first day of wearing it it’s already ruined,Looks amazing the shade of blue way better than the picture,Nice shoes. I think that I will pair it with shorts or either to a Sneaker Ball,My boyfriend absolutely loved them. They fit perfect.,"Toller Schuh, sieht gut aus und ist sehr bequem!Zudem erfolgte eine rasche Lieferung, gutes Preis-Leistungs-Verhältnis",Great colorway with the Tiffany Blue. I purchased the mids this time because I liked the way the colors were positioned vs. the lows. Only rated a 4 because I had to clean off some difficult glue (wasn’t easy but now looks fine) and one of the eyelets was not punched open all the way through so I had to work on that too. I didn’t feel like ordering a new pair and sending these back. Have had to do,Comfy and super fly! Love the colors and the blue is the perfect royal blue!
나이키 테라스카우트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이키 에어맥스 벌스,"정사이즈구요. 발볼이 넓다면 5mm 크게 신는 것 추천드려요.에어맥스1에 97을 믹스한 느낌인데, 생각보다 엄청 가벼워요. 앞쪽은 단단한 느낌이고, 뒤쪽은 에어쿠션감이 느껴집니다.",신랑선물로 구입했는데가볍고 편안하다고 만족해서기분이가 좋아요색상도 맘에들어요 잘신을께요~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에어 조던 1 미드 SE,생각보다 괜찮았다. 검정 애나멜과 은빛의 조화가 훌륭하다.,색감이 미쳤다...반짝반짝.... 예쁘고 아까워서 어떻게 신누?,Great Jordan 1 !!!!!!!!!!!!!!!!!!!!!!!!!!!,"Wearing the shoe to a wedding, goes amazingly with my suit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이키 필드 제너럴,편해고 복장이랑도 잘 어울려요. 이쁘고 깔끔해서 샀는데 친구들한테도 추천했어요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조던 스피자이크 로우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이키 에어 페가수스 2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이키 SB FC 클래식,"SB 처음 신어보는데 원래 사이즈가 작게 나오는건지, 사이즈 가이드에 크게 나왔으니 작게 주문하라 그래서 작게 주문했는데 너무 딱 맞아요평소 270 신거나 265도 맞는 편인데 이건 사이즈 가이드 보고 265 시켰습니다너무 타이트하지만 반품 귀찮아서 그냥 신습니다 그냥 정사이즈로 주문해도 될듯요 쿠션은 좋고 편해서 담에 SB 함 더 신어볼까 해요",My leg looks nice and comfortable in it.,Really comfortable to wear. Love the style. True to size. Only minor difference is that one lace appears to be shorter than the other!?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나이키 코트 비전 로우,Love their shoe they're very comfortable.,Love these sneakers.  I ordered on a Monday morning and they were delivered 24 hours later.  I was so impressed I ordered the same shoe in a different color.,Everything as advertised. Fits comfortably and the price is right.,My son loves them! I love the all-brown/tan color. White with blue Nike is clean. I love the court visions for my son at this age because he beats them up during recess and play!,Great quality for a great price! My son loves them and says they are very comfortable!,"Everything was great. I got the shoes I ordered, the sizing was right and they came on time. I just wish they had more things in my size.",he was satisfied with the shoes and I was satisfied with the price so it was a win win for my house lol,"[This review was collected as part of a promotion.] great quality for the shoe, and also great shipping.",[This review was collected as part of a promotion.] Shoes are very comfortable and the prices is good can’t wait to buy my next pair,Received shows within 5 days of ordering. Great transaction!!,"My son loves these shoes. This is his second pair. He wears them all the time. They hold up great, his first pair lasted almost 3 years",My son he loves them comfortable and good looking.,"Be warned - these shoes are lovely but they do have this very noticeable white seam along the stitching. I didn't notice it on the website but if you click the top-down shot, you will see what I mean. When I opened the box - I was immediately shocked by it. I ALMOST returned them then and there. But I have given them a go and I have to admit they are very comfortable to walk in.",Yall the number one shoe place i like yall alot thanks,Excellent shoes for Christmas gift .I bought it for my husband for Christmas and he loves it . Must buy a 1/2 size less,Great Purchase At a Great Price they fit perfectly!,[This review was collected as part of a promotion.] I like the shoe I have a royal blue pair it feels good on my feet,"[This review was collected as part of a promotion.] Great product thanks again for your help……..,………..","[This review was collected as part of a promotion.] Shoes shipped fast and in perfect condition. The box was also perfect which is hard to do when shipping products. Overall, extremely pleased!",My son wears a 7.5 in dress shoes but these were too narrow.,Very pleased with the price of these shoes and the quality. Found these at the last minute before the 1st day of school!!,"[This review was collected as part of a promotion.] Love the shoes, they came in the mail very quickly. Didn’t have a problem with delivery, and they fit really well","Great shoe, great price, great quality and fast delivery",My husband loves these shoes! Fits perfectly we love,Great look and fit,Tough well made shoe's but I would suggest you go up a size if you have big feet,I love the way these sneakers fit. They are very comfortable,I use it for work very comfortable.................,"The shoes are great, but the quality is average(",Are these men or women shoes. Trying to see what size I need to order,"Loved the shoes, easy ordering, quick delivery, thank you","I bought the all black pair and they took at least a week to deliver. But when I opened the box they were exactly as pictured, very clean and sleek-looking. I have AF1, but I wanted to get something less chunky and these are perfect! I would suggest going down half a size because these fit bigger compared to the Airmax I bought in the same size (Men's 7.5). I'm going to contact Nike and exchange",I love this shoe! It’s very comfortable. I was looking so Clean with this shoe on my feet. My outfit was looking very nice!,These are nice shoes!They fit good. Shipped fast. I recommend these.,[This review was collected as part of a promotion.] Very durable for my busy child! Love these shoes! I’ve always loved the quality of your shoes!,"In case if you can't afford the af1's (Air force 1s), these are the way to go, very minimalist and goes with most outfits.  These do get dirty fast obviously as they are pure white, just learn to wash them every now and then.  They do run a little big so be sure to watch out for that.",Good quality,"Very comfortable shoe. It is true to size. It doesn’t matter which style I buy, I can order the same size and it always fits.",Good price decent shoes nothing remarkable about these shoes,"I bought these because working in a restaurant and needing slip resistant shoes I couldn't help but loving these ""all black"" shoes. Since I'm also working another job which requires ""all black"" work shoes these DO THE JOB of being comfortable and durable while being on my feet and running around for a 10 to 12 hour day. I bought two pairs. LOVE EM'",It arrived so fast. I tried looking for these in my size for weeks and finally found it here. And it’s a lot cheaper than the other stores.,Bought for work. They're so durable and have kept their shape after much abuse. Comfortable (at least for me) even after a day's work,"I really like these shoes, and I didnt get them because I thought they were air forces. I got them because they were good basketball shoes with a good price, and they were comfortable and easy to keep clean unlike air forces. But now i cant go a single day with people saying that they are fake forces. I always tell them that there just black nikes, sometimes I even show them the proof, but they still call them fake.","Bought these because they were a little less expensive than the Air Force 1s. Really nice quality and feel, not as thick of a sole as the AF1, but a great value. I'm a customizer and they still have great lines for me to paint with.",Very good product,I enjoy the fit and comfort. The shoe feels a lot lighter then my Air Force 1 as well.,i like the shoes but there seems to be some flawed stitching on one of the shoes around the tongue,The packaging was great so the shoes were in great condition and my friend loves them🥰🥰,Durable and great looking shoe for just about any outfit.,"These are a great reasonably priced trainer. My 13 year old son is growing so fast and we are constantly buying new trainers. These ones are a reasonable price and also very cool. We also have the white version which have been a durable shoe. They have survived football matches at the park after school, tree climbing and the incident falling into a stream!! Boys! I would really recommend them.",I love nike.com.  Reliable and fast shipping.,My newest Nike are the best and they are very comfortable and  with every step I am walking 🚶🏾 on the clouds ☁️,"Very similar to AF1 but they are more narrow. Overall very good quality for the price, would recommend.",I normally don't like eye-catching sneakers so this two color Nike fits my preference,"Fit like a glove, and probably won't fit great for wide feet. I will say, they are comfortable to a point. My take, not an everyday tennis shoe. Maybe a day or two a week wear. I have not yet tried playing basketball in these. I feel that the outsole is durable.",It was very easy to place my order. No hassle no stress. I was given a delivery date that was further out but I received my order in two days!,"Nice shoes , love the color",Bought these as a gift for somebody. They are surprisingly great looking trainer and look and seem comfy and good quality for the price.,Great shoes.  They look like force's! They're my new work shoes just wish they had more grip... I slide all over the place but its fun!,"The shoes are fresh, but I received the wrong color.",Good shoes and wonderful price Nike should always have these type of deals.,"Absolutely love this shoe! Fits perfect, and comfortable. Great alternative too, if you're in to AF1's.","Great pair of kicks, you can never go wrong with a pair of Nikes","Love the shoe, it’s a classic","Great shoes, comfortable. Look great too","Many of the previous reviews were spot on. It felt snug at first, but later stretched out and provided ample room. That's important because I have a wide foot. Very pleased with the accuracy of the reviews and the actual product.",Love these. There was a bit of breaking in needed - i found they rubbed my toe a bit - but thats passed and they're super comfy. Great stuff as always!,Nike brand the best brand ever,I normally wear size 10. Should have gotten 9.5 with this one.,Just caught the sale on these shoes. My daughter loves them. Comfortable and so stylish. Highly recommend!,"These are comfortable, slick white shoes that go with anything. The low top goes great with liner socks for the sockless look without being too bulky. Classic Nike silhouette without being as bulky as AF1's. Much more versatile. Good width & height in the toebox which is a big one for me. Takes a little bit of walking to break them in.","I wear 12's for Nike running shoes and 11/11.5 for all other shoes. I got an 11.5 and it was enormous, but a 10.5 fits perfectly with some room. Definitely order a size down but great shoe.",Very good for sp[ort or casual,"If you are looking for something cheap, to use on a day to day basis, this is good, but only if they are on sale. The leather quality is okay, similar to some af1's. Compared to af1's it looks like a slimmer version.",These shoes are amazing. Feels comfortable and looks very stylish. I would definitely recommend these shoes to anybody thats in love with Nike like I am.,Super nice color and they are very comfortable. They do run big so I had to return my first pair and sized down a whole size.,The first pair of these I own was a 7 in men and I’m a woman so with the next pair that I have purchased I got a 1/2 sized down. I love them. Fast delivery,very comfortable they look narrow but they are wide inside if you have a wide foot they fit very well. what I like the most that they are sewn,very happy with my experience and purchase. All I wear is Nike and Jordan’s. Thank you for not having to leave my home to shop during these crazy times.,it fits well,Bought these for my 14yo son who is into the AF1's.  These shoes are a great replacement and AFFORDABLE.  I don't think my son has even noticed.,I want to return them. They are too big. And I’m not impressed with the stitching.,excellent quality and service,,,,,,,,,,,,,,,,,,,,,,,,,,,
